State,ZipCode,TaxRegionName,TaxRegionCode,CombinedRate,StateRate,CountyRate,CityRate,SpecialRate
CA,90840,LONG BEACH,AHFP,0.1025,0.06,0.0025,0.01,0.03
CA,90844,LONG BEACH,AHFP,0.1025,0.06,0.0025,0.01,0.03
CA,90846,LONG BEACH,AHFP,0.1025,0.06,0.0025,0.01,0.03
CA,90853,LONG BEACH,AHFP,0.1025,0.06,0.0025,0.01,0.03
CA,90895,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,90899,LONG BEACH,AHFP,0.1025,0.06,0.0025,0.01,0.03
CA,91001,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91003,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91006,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91007,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91008,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91009,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91010,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91011,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91012,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91016,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91017,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91020,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91021,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91024,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91025,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91030,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91031,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91040,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91041,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91042,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91043,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91046,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91066,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91077,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91101,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91102,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91103,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91104,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91105,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91106,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91107,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91108,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91109,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91114,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91115,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91116,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91117,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91118,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91121,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91123,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91124,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91125,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91126,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91129,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91182,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91184,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91185,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91188,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91189,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91199,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91201,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91202,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91203,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91204,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91205,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91206,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91207,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91208,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91209,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91210,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91214,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91221,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91222,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91224,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91225,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91226,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91301,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91302,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91303,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91304,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91305,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91306,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91307,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91308,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91309,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91311,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91313,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91316,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91319,VENTURA COUNTY,AJVL,0.0725,0.06,0.0025,0,0.01
CA,91320,VENTURA COUNTY,AJVL,0.0725,0.06,0.0025,0,0.01
CA,91321,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91322,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91324,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91325,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91326,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91327,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91328,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91329,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91330,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91331,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91333,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91334,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91335,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91337,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91340,SAN FERNANDO,AHIJ,0.0975,0.06,0.0025,0.005,0.03
CA,91341,SAN FERNANDO,AHIJ,0.0975,0.06,0.0025,0.005,0.03
CA,91342,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91343,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91344,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91345,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91346,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91350,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91351,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91352,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91353,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91354,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91355,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91356,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91357,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91358,VENTURA COUNTY,AJVL,0.0725,0.06,0.0025,0,0.01
CA,91359,VENTURA COUNTY,AJVL,0.0725,0.06,0.0025,0,0.01
CA,91360,VENTURA COUNTY,AJVL,0.0725,0.06,0.0025,0,0.01
CA,91361,VENTURA COUNTY,AJVL,0.0725,0.06,0.0025,0,0.01
CA,91362,VENTURA COUNTY,AJVL,0.0725,0.06,0.0025,0,0.01
CA,91364,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91365,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91367,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91371,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91372,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91376,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91377,VENTURA COUNTY,AJVL,0.0725,0.06,0.0025,0,0.01
CA,91380,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91381,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91382,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91383,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91384,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91385,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91386,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91387,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91390,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91392,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91393,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91394,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91395,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91396,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91401,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91402,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91403,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91404,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91405,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91406,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91407,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91408,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91409,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91411,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91412,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91413,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91416,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91423,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91426,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91436,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91470,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91482,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91495,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91496,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91501,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91502,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91503,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91504,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91505,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91506,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91507,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91508,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91510,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91521,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91522,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91523,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91526,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91601,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91602,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91603,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91604,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91605,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91606,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91607,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91608,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91609,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91610,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91611,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91612,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91614,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91615,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91617,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91618,LOS ANGELES CO,AHFR,0.0925,0.06,0.0025,0,0.03
CA,91701,SAN BERNARDINO COUNTY,AIKO,0.0775,0.06,0.0025,0,0.015
CA,91702,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91706,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91708,SAN BERNARDINO COUNTY,AIKO,0.0775,0.06,0.0025,0,0.015
CA,91709,SAN BERNARDINO COUNTY,AIKO,0.0775,0.06,0.0025,0,0.015
CA,91710,SAN BERNARDINO COUNTY,AIKO,0.0775,0.06,0.0025,0,0.015
CA,91711,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91714,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91715,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91722,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91723,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91724,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91729,SAN BERNARDINO COUNTY,AIKO,0.0775,0.06,0.0025,0,0.015
CA,91730,SAN BERNARDINO COUNTY,AIKO,0.0775,0.06,0.0025,0,0.015
CA,91731,EL MONTE,AHDP,0.0975,0.06,0.0025,0.005,0.03
CA,91732,EL MONTE,AHDP,0.0975,0.06,0.0025,0.005,0.03
CA,91733,SOUTH EL MONTE,AHJB,0.0975,0.06,0.0025,0.005,0.03
CA,91734,EL MONTE,AHDP,0.0975,0.06,0.0025,0.005,0.03
CA,91737,SAN BERNARDINO COUNTY,AIKO,0.0775,0.06,0.0025,0,0.015
CA,91739,SAN BERNARDINO COUNTY,AIKO,0.0775,0.06,0.0025,0,0.015
CA,91740,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91741,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91743,SAN BERNARDINO COUNTY,AIKO,0.0775,0.06,0.0025,0,0.015
CA,91744,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91745,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91746,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91747,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91748,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91750,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91752,RIVERSIDE COUNTY,AIER,0.0775,0.06,0.0025,0,0.015
CA,91754,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91755,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91756,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91759,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91761,SAN BERNARDINO COUNTY,AIKO,0.0775,0.06,0.0025,0,0.015
CA,91762,SAN BERNARDINO COUNTY,AIKO,0.0775,0.06,0.0025,0,0.015
CA,91763,MONTCLAIR,AINZ,0.08,0.06,0.0025,0.0025,0.015
CA,91764,SAN BERNARDINO COUNTY,AIKO,0.0775,0.06,0.0025,0,0.015
CA,91765,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91766,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91767,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91768,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91769,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91770,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91771,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91772,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91773,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91775,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91776,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91778,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91780,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91784,SAN BERNARDINO COUNTY,AIKO,0.0775,0.06,0.0025,0,0.015
CA,91785,SAN BERNARDINO COUNTY,AIKO,0.0775,0.06,0.0025,0,0.015
CA,91786,SAN BERNARDINO COUNTY,AIKO,0.0775,0.06,0.0025,0,0.015
CA,91788,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91789,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91790,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91791,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91792,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91793,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91801,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91802,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91803,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91804,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91896,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91899,LOS ANGELES COUNTY,AHBG,0.0925,0.06,0.0025,0,0.03
CA,91901,SAN DIEGO COUNTY,AIQN,0.0775,0.06,0.0025,0,0.015
CA,91902,SAN DIEGO COUNTY,AIQN,0.0775,0.06,0.0025,0,0.015
CA,91903,SAN DIEGO COUNTY,AIQN,0.0775,0.06,0.0025,0,0.015
CA,91905,SAN DIEGO COUNTY,AIQN,0.0775,0.06,0.0025,0,0.015
CA,91906,SAN DIEGO COUNTY,AIQN,0.0775,0.06,0.0025,0,0.015
CA,91908,SAN DIEGO COUNTY,AIQN,0.0775,0.06,0.0025,0,0.015
CA,91910,CHULA VISTA,AIRI,0.0825,0.06,0.0025,0.005,0.015
CA,91911,CHULA VISTA,AIRI,0.0825,0.06,0.0025,0.005,0.015
CA,91912,CHULA VISTA,AIRI,0.0825,0.06,0.0025,0.005,0.015
CA,91913,CHULA VISTA,AIRI,0.0825,0.06,0.0025,0.005,0.015
CA,91914,CHULA VISTA,AIRI,0.0825,0.06,0.0025,0.005,0.015
CA,91915,CHULA VISTA,AIRI,0.0825,0.06,0.0025,0.005,0.015
CA,91916,SAN DIEGO COUNTY,AIQN,0.0775,0.06,0.0025,0,0.015
CA,91917,SAN DIEGO COUNTY,AIQN,0.0775,0.06,0.0025,0,0.015
CA,91921,CHULA VISTA,AIRI,0.0825,0.06,0.0025,0.005,0.015
CA,91931,SAN DIEGO COUNTY,AIQN,0.0775,0.06,0.0025,0,0.015
CA,91932,SAN DIEGO COUNTY,AIQN,0.0775,0.06,0.0025,0,0.015
CA,91933,SAN DIEGO COUNTY,AIQN,0.0775,0.06,0.0025,0,0.015
CA,91934,SAN DIEGO COUNTY,AIQN,0.0775,0.06,0.0025,0,0.015
CA,91935,SAN DIEGO COUNTY,AIQN,0.0775,0.06,0.0025,0,0.015
CA,91941,LA MESA,AISM,0.085,0.06,0.0025,0.0075,0.015
CA,91942,LA MESA,AISM,0.085,0.06,0.0025,0.0075,0.015
CA,91943,LA MESA,AISM,0.085,0.06,0.0025,0.0075,0.015
CA,91944,LA MESA,AISM,0.085,0.06,0.0025,0.0075,0.015
CA,91945,SAN DIEGO COUNTY,AIQN,0.0775,0.06,0.0025,0,0.015
CA,91946,SAN DIEGO COUNTY,AIQN,0.0775,0.06,0.0025,0,0.015
CA,91948,SAN DIEGO COUNTY,AIQN,0.0775,0.06,0.0025,0,0.015
CA,91950,NATIONAL CITY,AISW,0.0875,0.06,0.0025,0.01,0.015
CA,91951,NATIONAL CITY,AISW,0.0875,0.06,0.0025,0.01,0.015
CA,91962,SAN DIEGO COUNTY,AIQN,0.0775,0.06,0.0025,0,0.015
CA,91963,SAN DIEGO COUNTY,AIQN,0.0775,0.06,0.0025,0,0.015
CA,91976,SAN DIEGO COUNTY,AIQN,0.0775,0.06,0.0025,0,0.015
CA,91977,SAN DIEGO COUNTY,AIQN,0.0775,0.06,0.0025,0,0.015
CA,91978,SAN DIEGO COUNTY,AIQN,0.0775,0.06,0.0025,0,0.015
CA,91979,SAN DIEGO COUNTY,AIQN,0.0775,0.06,0.0025,0,0.015
CA,91980,SAN DIEGO COUNTY,AIQN,0.0775,0.06,0.0025,0,0.015
CA,92003,SAN DIEGO COUNTY,AIQN,0.0775,0.06,0.0025,0,0.015
CA,92004,SAN DIEGO COUNTY,AIQN,0.0775,0.06,0.0025,0,0.015
CA,92007,SAN DIEGO COUNTY,AIQN,0.0775,0.06,0.0025,0,0.015
CA,92008,SAN DIEGO COUNTY,AIQN,0.0775,0.06,0.0025,0,0.015
CA,92009,SAN DIEGO COUNTY,AIQN,0.0775,0.06,0.0025,0,0.015
CA,92010,SAN DIEGO COUNTY,AIQN,0.0775,0.06,0.0025,0,0.015
CA,92011,SAN DIEGO COUNTY,AIQN,0.0775,0.06,0.0025,0,0.015
CA,92013,SAN DIEGO COUNTY,AIQN,0.0775,0.06,0.0025,0,0.015
CA,92014,DEL MAR,AIRM,0.0875,0.06,0.0025,0.01,0.015
CA,92018,SAN DIEGO COUNTY,AIQN,0.0775,0.06,0.0025,0,0.015
CA,92019,SAN DIEGO COUNTY,AIQN,0.0775,0.06,0.0025,0,0.015
CA,92020,EL CAJON,AIRS,0.0825,0.06,0.0025,0.005,0.015
CA,92021,SAN DIEGO COUNTY,AIQN,0.0775,0.06,0.0025,0,0.015
CA,92022,EL CAJON,AIRS,0.0825,0.06,0.0025,0.005,0.015
CA,92023,SAN DIEGO COUNTY,AIQN,0.0775,0.06,0.0025,0,0.015
CA,92024,SAN DIEGO COUNTY,AIQN,0.0775,0.06,0.0025,0,0.015
CA,92025,SAN DIEGO COUNTY,AIQN,0.0775,0.06,0.0025,0,0.015
CA,92026,SAN DIEGO COUNTY,AIQN,0.0775,0.06,0.0025,0,0.015
CA,92027,SAN DIEGO COUNTY,AIQN,0.0775,0.06,0.0025,0,0.015
CA,92028,SAN DIEGO COUNTY,AIQN,0.0775,0.06,0.0025,0,0.015
CA,92029,SAN DIEGO COUNTY,AIQN,0.0775,0.06,0.0025,0,0.015
CA,92030,SAN DIEGO COUNTY,AIQN,0.0775,0.06,0.0025,0,0.015
CA,92033,SAN DIEGO COUNTY,AIQN,0.0775,0.06,0.0025,0,0.015
CA,92036,SAN DIEGO COUNTY,AIQN,0.0775,0.06,0.0025,0,0.015
CA,92037,SAN DIEGO COUNTY,AIQN,0.0775,0.06,0.0025,0,0.015
