State,ZipCode,CombinedRate,TaxRegionName,TaxRegionCode
IN,47335,0.07,INDIANA STATE,AUIN
IN,47336,0.07,INDIANA STATE,AUIN
IN,47337,0.07,INDIANA STATE,AUIN
IN,47338,0.07,INDIANA STATE,AUIN
IN,47339,0.07,INDIANA STATE,AUIN
IN,47340,0.07,INDIANA STATE,AUIN
IN,47341,0.07,INDIANA STATE,AUIN
IN,47342,0.07,INDIANA STATE,AUIN
IN,47344,0.07,INDIANA STATE,AUIN
IN,47345,0.07,INDIANA STATE,AUIN
IN,47346,0.07,INDIANA STATE,AUIN
IN,47348,0.07,INDIANA STATE,AUIN
IN,47351,0.07,INDIANA STATE,AUIN
IN,47352,0.07,INDIANA STATE,AUIN
IN,47353,0.07,INDIANA STATE,AUIN
IN,47354,0.07,INDIANA STATE,AUIN
IN,47355,0.07,INDIANA STATE,AUIN
IN,47356,0.07,INDIANA STATE,AUIN
IN,47357,0.07,INDIANA STATE,AUIN
IN,47358,0.07,INDIANA STATE,AUIN
IN,47359,0.07,INDIANA STATE,AUIN
IN,47360,0.07,INDIANA STATE,AUIN
IN,47361,0.07,INDIANA STATE,AUIN
IN,47362,0.07,INDIANA STATE,AUIN
IN,47366,0.07,INDIANA STATE,AUIN
IN,47367,0.07,INDIANA STATE,AUIN
IN,47368,0.07,INDIANA STATE,AUIN
IN,47369,0.07,INDIANA STATE,AUIN
IN,47370,0.07,INDIANA STATE,AUIN
IN,47371,0.07,INDIANA STATE,AUIN
IN,47373,0.07,INDIANA STATE,AUIN
IN,47374,0.07,INDIANA STATE,AUIN
IN,47375,0.07,INDIANA STATE,AUIN
IN,47380,0.07,INDIANA STATE,AUIN
IN,47381,0.07,INDIANA STATE,AUIN
IN,47382,0.07,INDIANA STATE,AUIN
IN,47383,0.07,INDIANA STATE,AUIN
IN,47384,0.07,INDIANA STATE,AUIN
IN,47385,0.07,INDIANA STATE,AUIN
IN,47386,0.07,INDIANA STATE,AUIN
IN,47387,0.07,INDIANA STATE,AUIN
IN,47388,0.07,INDIANA STATE,AUIN
IN,47390,0.07,INDIANA STATE,AUIN
IN,47392,0.07,INDIANA STATE,AUIN
IN,47393,0.07,INDIANA STATE,AUIN
IN,47394,0.07,INDIANA STATE,AUIN
IN,47396,0.07,INDIANA STATE,AUIN
IN,47401,0.07,INDIANA STATE,AUIN
IN,47402,0.07,INDIANA STATE,AUIN
IN,47403,0.07,INDIANA STATE,AUIN
IN,47404,0.07,INDIANA STATE,AUIN
IN,47405,0.07,INDIANA STATE,AUIN
IN,47406,0.07,INDIANA STATE,AUIN
IN,47407,0.07,INDIANA STATE,AUIN
IN,47408,0.07,INDIANA STATE,AUIN
IN,47420,0.07,INDIANA STATE,AUIN
IN,47421,0.07,INDIANA STATE,AUIN
IN,47424,0.07,INDIANA STATE,AUIN
IN,47426,0.07,INDIANA STATE,AUIN
IN,47427,0.07,INDIANA STATE,AUIN
IN,47429,0.07,INDIANA STATE,AUIN
IN,47431,0.07,INDIANA STATE,AUIN
IN,47432,0.07,INDIANA STATE,AUIN
IN,47433,0.07,INDIANA STATE,AUIN
IN,47434,0.07,INDIANA STATE,AUIN
IN,47435,0.07,INDIANA STATE,AUIN
IN,47436,0.07,INDIANA STATE,AUIN
IN,47437,0.07,INDIANA STATE,AUIN
IN,47438,0.07,INDIANA STATE,AUIN
IN,47441,0.07,INDIANA STATE,AUIN
IN,47443,0.07,INDIANA STATE,AUIN
IN,47445,0.07,INDIANA STATE,AUIN
IN,47446,0.07,INDIANA STATE,AUIN
IN,47448,0.07,INDIANA STATE,AUIN
IN,47449,0.07,INDIANA STATE,AUIN
IN,47451,0.07,INDIANA STATE,AUIN
IN,47452,0.07,INDIANA STATE,AUIN
IN,47453,0.07,INDIANA STATE,AUIN
IN,47454,0.07,INDIANA STATE,AUIN
IN,47455,0.07,INDIANA STATE,AUIN
IN,47456,0.07,INDIANA STATE,AUIN
IN,47457,0.07,INDIANA STATE,AUIN
IN,47458,0.07,INDIANA STATE,AUIN
IN,47459,0.07,INDIANA STATE,AUIN
IN,47460,0.07,INDIANA STATE,AUIN
IN,47462,0.07,INDIANA STATE,AUIN
IN,47463,0.07,INDIANA STATE,AUIN
IN,47464,0.07,INDIANA STATE,AUIN
IN,47465,0.07,INDIANA STATE,AUIN
IN,47467,0.07,INDIANA STATE,AUIN
IN,47468,0.07,INDIANA STATE,AUIN
IN,47469,0.07,INDIANA STATE,AUIN
IN,47470,0.07,INDIANA STATE,AUIN
IN,47471,0.07,INDIANA STATE,AUIN
IN,47501,0.07,INDIANA STATE,AUIN
IN,47512,0.07,INDIANA STATE,AUIN
IN,47513,0.07,INDIANA STATE,AUIN
IN,47514,0.07,INDIANA STATE,AUIN
IN,47515,0.07,INDIANA STATE,AUIN
IN,47516,0.07,INDIANA STATE,AUIN
IN,47519,0.07,INDIANA STATE,AUIN
IN,47520,0.07,INDIANA STATE,AUIN
IN,47521,0.07,INDIANA STATE,AUIN
IN,47522,0.07,INDIANA STATE,AUIN
IN,47523,0.07,INDIANA STATE,AUIN
IN,47524,0.07,INDIANA STATE,AUIN
IN,47525,0.07,INDIANA STATE,AUIN
IN,47527,0.07,INDIANA STATE,AUIN
IN,47528,0.07,INDIANA STATE,AUIN
IN,47529,0.07,INDIANA STATE,AUIN
IN,47531,0.07,INDIANA STATE,AUIN
IN,47532,0.07,INDIANA STATE,AUIN
IN,47535,0.07,INDIANA STATE,AUIN
IN,47537,0.07,INDIANA STATE,AUIN
IN,47541,0.07,INDIANA STATE,AUIN
IN,47542,0.07,INDIANA STATE,AUIN
IN,47545,0.07,INDIANA STATE,AUIN
IN,47546,0.07,INDIANA STATE,AUIN
IN,47547,0.07,INDIANA STATE,AUIN
IN,47549,0.07,INDIANA STATE,AUIN
IN,47550,0.07,INDIANA STATE,AUIN
IN,47551,0.07,INDIANA STATE,AUIN
IN,47552,0.07,INDIANA STATE,AUIN
IN,47553,0.07,INDIANA STATE,AUIN
IN,47556,0.07,INDIANA STATE,AUIN
IN,47557,0.07,INDIANA STATE,AUIN
IN,47558,0.07,INDIANA STATE,AUIN
IN,47561,0.07,INDIANA STATE,AUIN
IN,47562,0.07,INDIANA STATE,AUIN
IN,47564,0.07,INDIANA STATE,AUIN
IN,47567,0.07,INDIANA STATE,AUIN
IN,47568,0.07,INDIANA STATE,AUIN
IN,47573,0.07,INDIANA STATE,AUIN
IN,47574,0.07,INDIANA STATE,AUIN
IN,47575,0.07,INDIANA STATE,AUIN
IN,47576,0.07,INDIANA STATE,AUIN
IN,47577,0.07,INDIANA STATE,AUIN
IN,47578,0.07,INDIANA STATE,AUIN
IN,47579,0.07,INDIANA STATE,AUIN
IN,47580,0.07,INDIANA STATE,AUIN
IN,47581,0.07,INDIANA STATE,AUIN
IN,47584,0.07,INDIANA STATE,AUIN
IN,47585,0.07,INDIANA STATE,AUIN
IN,47586,0.07,INDIANA STATE,AUIN
IN,47588,0.07,INDIANA STATE,AUIN
IN,47590,0.07,INDIANA STATE,AUIN
IN,47591,0.07,INDIANA STATE,AUIN
IN,47596,0.07,INDIANA STATE,AUIN
IN,47597,0.07,INDIANA STATE,AUIN
IN,47598,0.07,INDIANA STATE,AUIN
IN,47601,0.07,INDIANA STATE,AUIN
IN,47610,0.07,INDIANA STATE,AUIN
IN,47611,0.07,INDIANA STATE,AUIN
IN,47612,0.07,INDIANA STATE,AUIN
IN,47613,0.07,INDIANA STATE,AUIN
IN,47615,0.07,INDIANA STATE,AUIN
IN,47616,0.07,INDIANA STATE,AUIN
IN,47617,0.07,INDIANA STATE,AUIN
IN,47618,0.07,INDIANA STATE,AUIN
IN,47619,0.07,INDIANA STATE,AUIN
IN,47620,0.07,INDIANA STATE,AUIN
IN,47629,0.07,INDIANA STATE,AUIN
IN,47630,0.07,INDIANA STATE,AUIN
IN,47631,0.07,INDIANA STATE,AUIN
IN,47633,0.07,INDIANA STATE,AUIN
IN,47634,0.07,INDIANA STATE,AUIN
IN,47635,0.07,INDIANA STATE,AUIN
IN,47637,0.07,INDIANA STATE,AUIN
IN,47638,0.07,INDIANA STATE,AUIN
IN,47639,0.07,INDIANA STATE,AUIN
IN,47640,0.07,INDIANA STATE,AUIN
IN,47647,0.07,INDIANA STATE,AUIN
IN,47648,0.07,INDIANA STATE,AUIN
IN,47649,0.07,INDIANA STATE,AUIN
IN,47654,0.07,INDIANA STATE,AUIN
IN,47660,0.07,INDIANA STATE,AUIN
IN,47665,0.07,INDIANA STATE,AUIN
IN,47666,0.07,INDIANA STATE,AUIN
IN,47670,0.07,INDIANA STATE,AUIN
IN,47683,0.07,INDIANA STATE,AUIN
IN,47701,0.07,INDIANA STATE,AUIN
IN,47702,0.07,INDIANA STATE,AUIN
IN,47703,0.07,INDIANA STATE,AUIN
IN,47704,0.07,INDIANA STATE,AUIN
IN,47705,0.07,INDIANA STATE,AUIN
IN,47706,0.07,INDIANA STATE,AUIN
IN,47708,0.07,INDIANA STATE,AUIN
IN,47710,0.07,INDIANA STATE,AUIN
IN,47711,0.07,INDIANA STATE,AUIN
IN,47712,0.07,INDIANA STATE,AUIN
IN,47713,0.07,INDIANA STATE,AUIN
IN,47714,0.07,INDIANA STATE,AUIN
IN,47715,0.07,INDIANA STATE,AUIN
IN,47716,0.07,INDIANA STATE,AUIN
IN,47719,0.07,INDIANA STATE,AUIN
IN,47720,0.07,INDIANA STATE,AUIN
IN,47721,0.07,INDIANA STATE,AUIN
IN,47722,0.07,INDIANA STATE,AUIN
IN,47724,0.07,INDIANA STATE,AUIN
IN,47725,0.07,INDIANA STATE,AUIN
IN,47728,0.07,INDIANA STATE,AUIN
IN,47730,0.07,INDIANA STATE,AUIN
IN,47731,0.07,INDIANA STATE,AUIN
IN,47732,0.07,INDIANA STATE,AUIN
IN,47733,0.07,INDIANA STATE,AUIN
IN,47734,0.07,INDIANA STATE,AUIN
IN,47735,0.07,INDIANA STATE,AUIN
IN,47736,0.07,INDIANA STATE,AUIN
IN,47737,0.07,INDIANA STATE,AUIN
IN,47747,0.07,INDIANA STATE,AUIN
IN,47750,0.07,INDIANA STATE,AUIN
IN,47801,0.07,INDIANA STATE,AUIN
IN,47802,0.07,INDIANA STATE,AUIN
IN,47803,0.07,INDIANA STATE,AUIN
IN,47804,0.07,INDIANA STATE,AUIN
IN,47805,0.07,INDIANA STATE,AUIN
IN,47807,0.07,INDIANA STATE,AUIN
IN,47809,0.07,INDIANA STATE,AUIN
IN,47831,0.07,INDIANA STATE,AUIN
IN,47832,0.07,INDIANA STATE,AUIN
IN,47833,0.07,INDIANA STATE,AUIN
IN,47834,0.07,INDIANA STATE,AUIN
IN,47836,0.07,INDIANA STATE,AUIN
IN,47837,0.07,INDIANA STATE,AUIN
IN,47838,0.07,INDIANA STATE,AUIN
IN,47840,0.07,INDIANA STATE,AUIN
IN,47841,0.07,INDIANA STATE,AUIN
IN,47842,0.07,INDIANA STATE,AUIN
IN,47845,0.07,INDIANA STATE,AUIN
IN,47846,0.07,INDIANA STATE,AUIN
IN,47847,0.07,INDIANA STATE,AUIN
IN,47848,0.07,INDIANA STATE,AUIN
IN,47849,0.07,INDIANA STATE,AUIN
IN,47850,0.07,INDIANA STATE,AUIN
IN,47851,0.07,INDIANA STATE,AUIN
IN,47852,0.07,INDIANA STATE,AUIN
IN,47853,0.07,INDIANA STATE,AUIN
IN,47854,0.07,INDIANA STATE,AUIN
IN,47855,0.07,INDIANA STATE,AUIN
IN,47857,0.07,INDIANA STATE,AUIN
IN,47858,0.07,INDIANA STATE,AUIN
IN,47859,0.07,INDIANA STATE,AUIN
IN,47860,0.07,INDIANA STATE,AUIN
IN,47861,0.07,INDIANA STATE,AUIN
IN,47862,0.07,INDIANA STATE,AUIN
IN,47863,0.07,INDIANA STATE,AUIN
IN,47866,0.07,INDIANA STATE,AUIN
IN,47868,0.07,INDIANA STATE,AUIN
IN,47869,0.07,INDIANA STATE,AUIN
IN,47870,0.07,INDIANA STATE,AUIN
IN,47871,0.07,INDIANA STATE,AUIN
IN,47872,0.07,INDIANA STATE,AUIN
IN,47874,0.07,INDIANA STATE,AUIN
IN,47875,0.07,INDIANA STATE,AUIN
IN,47876,0.07,INDIANA STATE,AUIN
IN,47878,0.07,INDIANA STATE,AUIN
IN,47879,0.07,INDIANA STATE,AUIN
IN,47880,0.07,INDIANA STATE,AUIN
IN,47881,0.07,INDIANA STATE,AUIN
IN,47882,0.07,INDIANA STATE,AUIN
IN,47884,0.07,INDIANA STATE,AUIN
IN,47885,0.07,INDIANA STATE,AUIN
IN,47901,0.07,INDIANA STATE,AUIN
IN,47902,0.07,INDIANA STATE,AUIN
IN,47903,0.07,INDIANA STATE,AUIN
IN,47904,0.07,INDIANA STATE,AUIN
IN,47905,0.07,INDIANA STATE,AUIN
IN,47906,0.07,INDIANA STATE,AUIN
IN,47907,0.07,INDIANA STATE,AUIN
IN,47909,0.07,INDIANA STATE,AUIN
IN,47916,0.07,INDIANA STATE,AUIN
IN,47917,0.07,INDIANA STATE,AUIN
IN,47918,0.07,INDIANA STATE,AUIN
IN,47920,0.07,INDIANA STATE,AUIN
IN,47921,0.07,INDIANA STATE,AUIN
IN,47922,0.07,INDIANA STATE,AUIN
IN,47923,0.07,INDIANA STATE,AUIN
IN,47924,0.07,INDIANA STATE,AUIN
IN,47925,0.07,INDIANA STATE,AUIN
IN,47926,0.07,INDIANA STATE,AUIN
IN,47928,0.07,INDIANA STATE,AUIN
IN,47929,0.07,INDIANA STATE,AUIN
IN,47930,0.07,INDIANA STATE,AUIN
IN,47932,0.07,INDIANA STATE,AUIN
IN,47933,0.07,INDIANA STATE,AUIN
IN,47940,0.07,INDIANA STATE,AUIN
IN,47941,0.07,INDIANA STATE,AUIN
IN,47942,0.07,INDIANA STATE,AUIN
IN,47943,0.07,INDIANA STATE,AUIN
IN,47944,0.07,INDIANA STATE,AUIN
IN,47946,0.07,INDIANA STATE,AUIN
IN,47948,0.07,INDIANA STATE,AUIN
IN,47949,0.07,INDIANA STATE,AUIN
IN,47950,0.07,INDIANA STATE,AUIN
IN,47951,0.07,INDIANA STATE,AUIN
IN,47952,0.07,INDIANA STATE,AUIN
IN,47954,0.07,INDIANA STATE,AUIN
IN,47955,0.07,INDIANA STATE,AUIN
IN,47957,0.07,INDIANA STATE,AUIN
IN,47958,0.07,INDIANA STATE,AUIN
IN,47959,0.07,INDIANA STATE,AUIN
IN,47960,0.07,INDIANA STATE,AUIN
IN,47962,0.07,INDIANA STATE,AUIN
IN,47963,0.07,INDIANA STATE,AUIN
IN,47964,0.07,INDIANA STATE,AUIN
IN,47965,0.07,INDIANA STATE,AUIN
IN,47966,0.07,INDIANA STATE,AUIN
IN,47967,0.07,INDIANA STATE,AUIN
IN,47968,0.07,INDIANA STATE,AUIN
IN,47969,0.07,INDIANA STATE,AUIN
IN,47970,0.07,INDIANA STATE,AUIN
IN,47971,0.07,INDIANA STATE,AUIN
IN,47974,0.07,INDIANA STATE,AUIN
IN,47975,0.07,INDIANA STATE,AUIN
IN,47977,0.07,INDIANA STATE,AUIN
IN,47978,0.07,INDIANA STATE,AUIN
IN,47980,0.07,INDIANA STATE,AUIN
IN,47981,0.07,INDIANA STATE,AUIN
IN,47982,0.07,INDIANA STATE,AUIN
IN,47983,0.07,INDIANA STATE,AUIN
IN,47986,0.07,INDIANA STATE,AUIN
IN,47987,0.07,INDIANA STATE,AUIN
IN,47989,0.07,INDIANA STATE,AUIN
IN,47990,0.07,INDIANA STATE,AUIN
IN,47991,0.07,INDIANA STATE,AUIN
IN,47992,0.07,INDIANA STATE,AUIN
IN,47993,0.07,INDIANA STATE,AUIN
IN,47994,0.07,INDIANA STATE,AUIN
IN,47995,0.07,INDIANA STATE,AUIN
IN,47996,0.07,INDIANA STATE,AUIN
IN,47997,0.07,INDIANA STATE,AUIN
KS,66002,0.0875,ATCHISON,AUJF
KS,66006,0.0875,BALDWIN,AUPS
KS,66007,0.085,BASEHOR,AUXE
KS,66008,0.075,DONIPHAN COUNTY,AUPJ
KS,66010,0.065,LINN COUNTY,AUXQ
KS,66012,0.0925,BONNER SPRINGS (WYANDOTTE CO),AVMX
KS,66013,0.08,MIAMI COUNTY,AUZZ
KS,66014,0.065,LINN COUNTY,AUXQ
KS,66015,0.08,ANDERSON COUNTY,AUIX
KS,66016,0.0775,ATCHISON COUNTY,AUJE
KS,66017,0.075,DONIPHAN COUNTY,AUPJ
KS,66018,0.09725,DE SOTO (JOHNSON CO),AUVF
KS,66020,0.075,LEAVENWORTH COUNTY,AUXD
KS,66021,0.08975,EDGERTON,AUVG
KS,66023,0.0775,ATCHISON COUNTY,AUJE
KS,66024,0.085,ELWOOD,AUPM
KS,66025,0.0925,EUDORA,AUPT
KS,66026,0.08,MIAMI COUNTY,AUZZ
KS,66027,0.095,LEAVENWORTH,AUXI
KS,66030,0.09475,GARDNER,AUVI
KS,66031,0.07975,JOHNSON COUNTY,AUVC
KS,66032,0.08,ANDERSON COUNTY,AUIX
KS,66033,0.08,ANDERSON COUNTY,AUIX
KS,66035,0.085,HIGHLAND,AUPN
KS,66036,0.08,MIAMI COUNTY,AUZZ
KS,66039,0.08,ANDERSON COUNTY,AUIX
KS,66040,0.065,LINN COUNTY,AUXQ
KS,66041,0.0775,ATCHISON COUNTY,AUJE
KS,66042,0.08,MIAMI COUNTY,AUZZ
KS,66043,0.085,LANSING,AUXH
KS,66044,0.0905,LAWRENCE,AUPU
KS,66045,0.0905,LAWRENCE,AUPU
KS,66046,0.0905,LAWRENCE,AUPU
KS,66047,0.0905,LAWRENCE,AUPU
KS,66048,0.095,LEAVENWORTH,AUXI
KS,66049,0.0905,LAWRENCE,AUPU
KS,66050,0.075,DOUGLAS COUNTY,AUPR
KS,66051,0.09475,OLATHE,AUVP
KS,66052,0.075,LEAVENWORTH COUNTY,AUXD
KS,66053,0.08,MIAMI COUNTY,AUZZ
KS,66054,0.075,JEFFERSON COUNTY,AUUK
KS,66056,0.065,LINN COUNTY,AUXQ
KS,66058,0.0775,ATCHISON COUNTY,AUJE
KS,66060,0.075,JEFFERSON COUNTY,AUUK
KS,66061,0.09475,OLATHE,AUVP
KS,66062,0.09475,OLATHE,AUVP
KS,66063,0.09475,OLATHE,AUVP
KS,66064,0.08,MIAMI COUNTY,AUZZ
KS,66066,0.075,JEFFERSON COUNTY,AUUK
KS,66067,0.096,OTTAWA,AURK
KS,66070,0.075,JEFFERSON COUNTY,AUUK
KS,66071,0.08,MIAMI COUNTY,AUZZ
KS,66072,0.065,LINN COUNTY,AUXQ
KS,66073,0.075,JEFFERSON COUNTY,AUUK
KS,66075,0.065,LINN COUNTY,AUXQ
KS,66076,0.08,FRANKLIN COUNTY,AURI
KS,66078,0.08,FRANKLIN COUNTY,AURI
KS,66079,0.08,FRANKLIN COUNTY,AURI
KS,66080,0.08,FRANKLIN COUNTY,AURI
KS,66083,0.08,MIAMI COUNTY,AUZZ
KS,66085,0.07975,JOHNSON COUNTY,AUVC
KS,66086,0.075,LEAVENWORTH COUNTY,AUXD
KS,66087,0.075,DONIPHAN COUNTY,AUPJ
KS,66088,0.075,JEFFERSON COUNTY,AUUK
KS,66090,0.085,WATHENA,AUPP
KS,66091,0.08,ANDERSON COUNTY,AUIX
KS,66092,0.08,FRANKLIN COUNTY,AURI
KS,66093,0.08,ANDERSON COUNTY,AUIX
KS,66094,0.075,DONIPHAN COUNTY,AUPJ
KS,66095,0.08,FRANKLIN COUNTY,AURI
KS,66097,0.075,JEFFERSON COUNTY,AUUK
KS,66101,0.09125,KANSAS,AVMZ
KS,66102,0.09125,KANSAS,AVMZ
KS,66103,0.09125,KANSAS,AVMZ
KS,66104,0.09125,KANSAS,AVMZ
KS,66105,0.09125,KANSAS,AVMZ
KS,66106,0.09125,KANSAS,AVMZ
KS,66109,0.09125,KANSAS,AVMZ
KS,66111,0.09125,KANSAS,AVMZ
KS,66112,0.09125,KANSAS,AVMZ
KS,66115,0.09125,KANSAS,AVMZ
KS,66117,0.09125,KANSAS,AVMZ
KS,66118,0.09125,KANSAS,AVMZ
KS,66119,0.09125,KANSAS,AVMZ
KS,66160,0.09125,KANSAS,AVMZ
KS,66201,0.096,MISSION,EHOA
KS,66202,0.096,MISSION,EHOA
KS,66203,0.096,SHAWNEE,AUVT
KS,66204,0.091,OVERLAND PARK,AUVQ
KS,66205,0.09225,ROELAND PARK,AUVS
KS,66206,0.091,LEAWOOD,AUVK
KS,66207,0.091,OVERLAND PARK,AUVQ
KS,66208,0.08975,PRAIRIE VILLAGE,AUVR
KS,66209,0.091,LEAWOOD,AUVK
KS,66210,0.091,OVERLAND PARK,AUVQ
KS,66211,0.091,LEAWOOD,AUVK
KS,66212,0.091,OVERLAND PARK,AUVQ
KS,66213,0.091,OVERLAND PARK,AUVQ
KS,66214,0.091,OVERLAND PARK,AUVQ
KS,66215,0.0935,LENEXA,AUVL
KS,66216,0.096,SHAWNEE,AUVT
KS,66217,0.096,SHAWNEE,AUVT
KS,66218,0.096,SHAWNEE,AUVT
KS,66219,0.0935,LENEXA,AUVL
KS,66220,0.0935,LENEXA,AUVL
KS,66221,0.091,OVERLAND PARK,AUVQ
KS,66223,0.091,OVERLAND PARK,AUVQ
KS,66224,0.091,LEAWOOD,AUVK
KS,66225,0.091,OVERLAND PARK,AUVQ
KS,66226,0.096,SHAWNEE,AUVT
KS,66227,0.0935,LENEXA,AUVL
KS,66250,0.0935,LENEXA,AUVL
KS,66251,0.091,OVERLAND PARK,AUVQ
KS,66276,0.106,MISSION CROSSING CID,EJRG
KS,66282,0.091,OVERLAND PARK,AUVQ
KS,66283,0.091,OVERLAND PARK,AUVQ
KS,66285,0.0935,LENEXA,AUVL
KS,66286,0.096,SHAWNEE,AUVT
KS,66401,0.08,WABAUNSEE COUNTY,AVLI
KS,66402,0.0765,SHAWNEE COUNTY,AVIZ
KS,66403,0.065,MARSHALL COUNTY,AUYZ
KS,66404,0.08,NEMAHA COUNTY,AVBK
KS,66406,0.065,MARSHALL COUNTY,AUYZ
KS,66407,0.075,POTTAWATOMIE COUNTY,AVEB
KS,66408,0.08,NEMAHA COUNTY,AVBK
KS,66409,0.0765,SHAWNEE COUNTY,AVIZ
KS,66411,0.08,BLUE RAPIDS,AUZC
KS,66412,0.065,MARSHALL COUNTY,AUYZ
KS,66413,0.075,OSAGE COUNTY,AVCQ
KS,66414,0.075,OSAGE COUNTY,AVCQ
KS,66415,0.08,NEMAHA COUNTY,AVBK
KS,66416,0.079,JACKSON COUNTY,AUUA
KS,66417,0.08,NEMAHA COUNTY,AVBK
KS,66418,0.079,JACKSON COUNTY,AUUA
KS,66419,0.079,JACKSON COUNTY,AUUA
KS,66420,0.0765,SHAWNEE COUNTY,AVIZ
KS,66422,0.075,POTTAWATOMIE COUNTY,AVEB
KS,66423,0.08,WABAUNSEE COUNTY,AVLI
KS,66424,0.075,BROWN COUNTY,AUKN
KS,66425,0.075,BROWN COUNTY,AUKN
KS,66426,0.075,POTTAWATOMIE COUNTY,AVEB
KS,66427,0.065,MARSHALL COUNTY,AUYZ
KS,66428,0.08,NEMAHA COUNTY,AVBK
KS,66429,0.075,JEFFERSON COUNTY,AUUK
KS,66431,0.08,WABAUNSEE COUNTY,AVLI
KS,66432,0.075,POTTAWATOMIE COUNTY,AVEB
KS,66434,0.09,HIAWATHA,AUKQ
KS,66436,0.079,JACKSON COUNTY,AUUA
KS,66438,0.065,MARSHALL COUNTY,AUYZ
KS,66439,0.095,HORTON,AUKR
KS,66440,0.079,JACKSON COUNTY,AUUA
KS,66441,0.0975,JUNCTION,AURT
KS,66442,0.075,RILEY COUNTY,AVGI
KS,66449,0.075,RILEY COUNTY,AVGI
KS,66451,0.075,OSAGE COUNTY,AVCQ
KS,66501,0.08,WABAUNSEE COUNTY,AVLI
KS,66502,0.0895,MANHATTAN (RILEY CO),AVGL
KS,66503,0.0895,MANHATTAN (RILEY CO),AVGL
KS,66505,0.0895,MANHATTAN (RILEY CO),AVGL
KS,66506,0.0895,MANHATTAN (RILEY CO),AVGL
KS,66507,0.08,WABAUNSEE COUNTY,AVLI
KS,66508,0.081,MARYSVILLE,AUZG
KS,66509,0.079,JACKSON COUNTY,AUUA
KS,66510,0.075,OSAGE COUNTY,AVCQ
KS,66512,0.075,JEFFERSON COUNTY,AUUK
KS,66514,0.0775,GEARY COUNTY,AURR
KS,66515,0.075,BROWN COUNTY,AUKN
KS,66516,0.079,JACKSON COUNTY,AUUA
KS,66517,0.085,OGDEN,AVGM
KS,66518,0.065,MARSHALL COUNTY,AUYZ
KS,66520,0.075,POTTAWATOMIE COUNTY,AVEB
KS,66521,0.075,POTTAWATOMIE COUNTY,AVEB
KS,66522,0.08,NEMAHA COUNTY,AVBK
KS,66523,0.09,OSAGE,AVCV
KS,66524,0.075,OSAGE COUNTY,AVCQ
KS,66526,0.08,WABAUNSEE COUNTY,AVLI
KS,66527,0.075,BROWN COUNTY,AUKN
KS,66528,0.075,OSAGE COUNTY,AVCQ
KS,66531,0.075,RILEY COUNTY,AVGI
KS,66532,0.075,BROWN COUNTY,AUKN
KS,66533,0.0765,SHAWNEE COUNTY,AVIZ
KS,66534,0.09,SABETHA (NEMAHA CO),AVBR
KS,66535,0.075,POTTAWATOMIE COUNTY,AVEB
KS,66536,0.085,SAINT MARYS (POTTAWATOMIE CO),AVEK
KS,66537,0.075,OSAGE COUNTY,AVCQ
KS,66538,0.09,SENECA,AVBS
KS,66539,0.0765,SHAWNEE COUNTY,AVIZ
KS,66540,0.079,JACKSON COUNTY,AUUA
KS,66541,0.065,MARSHALL COUNTY,AUYZ
KS,66542,0.0765,SHAWNEE COUNTY,AVIZ
KS,66543,0.075,OSAGE COUNTY,AVCQ
KS,66544,0.065,MARSHALL COUNTY,AUYZ
KS,66546,0.0765,SHAWNEE COUNTY,AVIZ
KS,66547,0.0925,WAMEGO,AVEM
KS,66548,0.065,MARSHALL COUNTY,AUYZ
KS,66549,0.075,POTTAWATOMIE COUNTY,AVEB
KS,66550,0.08,NEMAHA COUNTY,AVBK
KS,66552,0.079,JACKSON COUNTY,AUUA
KS,66554,0.075,RILEY COUNTY,AVGI
KS,66601,0.0915,TOPEKA,AVJF
KS,66603,0.0915,TOPEKA,AVJF
KS,66604,0.0915,TOPEKA,AVJF
KS,66605,0.0915,TOPEKA,AVJF
KS,66606,0.0915,TOPEKA,AVJF
KS,66607,0.0915,TOPEKA,AVJF
KS,66608,0.0915,TOPEKA,AVJF
KS,66609,0.0915,TOPEKA,AVJF
KS,66610,0.0765,SHAWNEE COUNTY,AVIZ
KS,66611,0.0915,TOPEKA,AVJF
KS,66612,0.0915,TOPEKA,AVJF
KS,66614,0.0915,TOPEKA,AVJF
KS,66615,0.0765,SHAWNEE COUNTY,AVIZ
KS,66616,0.0915,TOPEKA,AVJF
KS,66617,0.0765,SHAWNEE COUNTY,AVIZ
KS,66618,0.0765,SHAWNEE COUNTY,AVIZ
KS,66619,0.0765,SHAWNEE COUNTY,AVIZ
KS,66620,0.0765,SHAWNEE COUNTY,AVIZ
KS,66621,0.0915,TOPEKA,AVJF
KS,66622,0.0915,TOPEKA,AVJF
KS,66624,0.0915,TOPEKA,AVJF
KS,66625,0.0915,TOPEKA,AVJF
KS,66626,0.0915,TOPEKA,AVJF
KS,66629,0.0915,TOPEKA,AVJF
KS,66630,0.0765,SHAWNEE COUNTY,AVIZ
KS,66636,0.0915,TOPEKA,AVJF
KS,66647,0.0915,TOPEKA,AVJF
KS,66667,0.0915,TOPEKA,AVJF
KS,66683,0.0915,TOPEKA,AVJF
KS,66699,0.0915,TOPEKA,AVJF
KS,66701,0.094,FORT SCOTT,AUKG
KS,66710,0.065,WILSON COUNTY,AVMJ
KS,66711,0.075,CRAWFORD COUNTY,AUOE
